2024-01-02 15:01:91 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 15:01:133 INFO  HomePage :133 - Clicking on header option Contact Us : [[ChromeDriver: chrome on windows (8c06cb0299cea4b3e658013fb34b3995)] -> xpath: //a[normalize-space()='Contact us']]
2024-01-02 15:01:833 INFO  ContactUsPage :48 - Getting text Contact us page[[ChromeDriver: chrome on windows (8c06cb0299cea4b3e658013fb34b3995)] -> xpath: //h2[normalize-space()='Get In Touch']]
2024-01-02 15:01:69 INFO  ContactUsPage :54 - Sending name to name field:Jalpa
2024-01-02 15:01:236 INFO  ContactUsPage :59 - Sending email address to email field:kesha22@gmail.com
2024-01-02 15:01:367 INFO  ContactUsPage :64 - Sending subject to subject field:About product
2024-01-02 15:01:511 INFO  ContactUsPage :69 - Sending message to message field:[[ChromeDriver: chrome on windows (8c06cb0299cea4b3e658013fb34b3995)] -> name: message]
2024-01-02 15:01:445 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 15:01:520 INFO  HomePage :143 - Clicking on header option Home : [[ChromeDriver: chrome on windows (386ac596022d0620afec34d8de069c45)] -> xpath: //a[normalize-space()='Test Cases']]
2024-01-02 15:01:351 INFO  TestCasesPage :17 - Getting Home Page URL : 
2024-01-02 15:01:347 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 15:01:417 INFO  HomePage :176 - Scrolling down to subscription
2024-01-02 15:01:438 INFO  HomePage :180 - Getting Subscription text : [[ChromeDriver: chrome on windows (a161c3c7625e9b8a79cf24dfc88e84fb)] -> xpath: //h2[normalize-space()='Subscription']]
2024-01-02 15:01:664 INFO  HomePage :186 - Sending email to subscription email field : [[ChromeDriver: chrome on windows (a161c3c7625e9b8a79cf24dfc88e84fb)] -> xpath: //input[@id='susbscribe_email']]
2024-01-02 15:01:786 INFO  HomePage :191 - Clicking on subscription arrow button : [[ChromeDriver: chrome on windows (a161c3c7625e9b8a79cf24dfc88e84fb)] -> xpath: //i[@class='fa fa-arrow-circle-o-right']]
2024-01-02 15:01:806 INFO  HomePage :195 - Getting subscription success message : [[ChromeDriver: chrome on windows (a161c3c7625e9b8a79cf24dfc88e84fb)] -> xpath: //div[@class='alert-success alert']]
2024-01-02 15:01:209 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 15:01:251 INFO  HomePage :153 - Clicking on cart option : [[ChromeDriver: chrome on windows (6f8c54be2cc7d0d47700d9ab93fd687b)] -> xpath: //a[normalize-space()='Cart']]
2024-01-02 15:01:325 INFO  HomePage :176 - Scrolling down to subscription
2024-01-02 15:01:345 INFO  HomePage :180 - Getting Subscription text : [[ChromeDriver: chrome on windows (6f8c54be2cc7d0d47700d9ab93fd687b)] -> xpath: //h2[normalize-space()='Subscription']]
2024-01-02 15:01:515 INFO  HomePage :186 - Sending email to subscription email field : [[ChromeDriver: chrome on windows (6f8c54be2cc7d0d47700d9ab93fd687b)] -> xpath: //input[@id='susbscribe_email']]
2024-01-02 15:01:591 INFO  HomePage :191 - Clicking on subscription arrow button : [[ChromeDriver: chrome on windows (6f8c54be2cc7d0d47700d9ab93fd687b)] -> xpath: //i[@class='fa fa-arrow-circle-o-right']]
2024-01-02 15:01:618 INFO  HomePage :195 - Getting subscription success message : [[ChromeDriver: chrome on windows (6f8c54be2cc7d0d47700d9ab93fd687b)] -> xpath: //div[@class='alert-success alert']]
2024-01-02 15:01:999 INFO  HomePage :112 - Getting Home Page URL : 
2024-01-02 15:01:235 INFO  ProductPage :109 - Hovering mouse over Blue Top : [[[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p]]
2024-01-02 15:01:305 INFO  ProductPage :116 - Click on Blue Top Add to Cart button : [[[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p], [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //div[@class = 'productinfo text-center']/p]]
2024-01-02 15:01:205 INFO  ProductPage :144 - Clicking on the view cart link: [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //u[normalize-space()='View Cart']]
2024-01-02 15:01:225 INFO  ShoppingCartPage :55 - Getting shopiing cart text : [[ChromeDriver: chrome on windows (330143d234bf08148eb2871fdbc3de4d)] -> xpath: //li[@class='active']]
